id,message,Communication,Electricity,Food,Infrastructure,Medical,Not Related,Rescue,Sanitation & Hygiene,Shelter,Transportation,Water
196,"Families are starving, emergency food needed! We need tents and blankets, it's freezing! Running out of clean water, people are dehydrated! Floodwaters rising, we need evacuation now!",0,0,1,0,0,0,1,0,1,0,1
197,"Running out of clean water, people are dehydrated! Generators running out of fuel, shelters in darkness! No soap or clean water, people getting sick!",0,1,0,0,0,0,0,1,0,0,1
199,"Our house was destroyed, need shelter urgently! Sewage leaking, risk of outbreak! People are trapped, rescue teams needed! Food distribution center is empty, need immediate assistance!",0,0,1,0,0,0,1,1,1,0,0
200,"Floodwaters rising, we need evacuation now! No toilets, sanitation crisis happening! Phone networks down, no way to call for help! No power for days, need electricity restoration!",1,1,0,0,0,0,1,1,0,0,0
202,"Power lines down, no electricity in the area! We need canned food, baby formula, and clean drinking water! Medical aid needed, many are injured!",0,1,1,0,1,0,0,0,0,0,0
203,"Running out of clean water, people are dehydrated! No power for days, need electricity restoration! Ambulance stuck, need assistance clearing roads! No soap or clean water, people getting sick!",0,1,0,0,0,0,0,1,0,1,1
204,"Food distribution center is empty, need immediate assistance! Roads blocked, can't transport food and aid! We need tents and blankets, it's freezing!",0,0,1,0,0,0,0,0,1,1,0
205,"No place to stay, sleeping outside in the cold! Bridge collapsed, need alternative routes! Need satellite phones for coordination!",1,0,0,0,0,0,0,0,1,1,0
207,"People are trapped, rescue teams needed! Buildings unstable, engineers needed for inspection! Floodwaters contaminated our water supply, need purification!",0,0,0,1,0,0,1,0,0,0,1
208,"No place to stay, sleeping outside in the cold! No radio signals, emergency response affected! Floodwaters contaminated our water supply, need purification! Hygiene kits needed to prevent disease spread!",1,0,0,0,0,0,0,1,1,0,1
209,"Elderly and disabled stuck, urgent rescue help required! We need bottled water and filtration kits! People with chronic illnesses need immediate medication! We have no food left, please send supplies!",0,0,1,0,1,0,1,0,0,0,1
210,"Floodwaters rising, we need evacuation now! No place to stay, sleeping outside in the cold!",0,0,0,0,0,0,1,0,1,0,0
211,"No radio signals, emergency response affected! Generators running out of fuel, shelters in darkness!",1,1,0,0,0,0,0,0,0,0,0
212,"No toilets, sanitation crisis happening! Lost contact with loved ones, any updates? We have no food left, please send supplies! No way to evacuate, transport needed urgently!",1,0,1,0,0,0,0,1,0,1,0
213,"Ambulance stuck, need assistance clearing roads! Generators running out of fuel, shelters in darkness!",0,1,0,0,0,0,0,0,0,1,0
214,"Water supply cut off, no drinking water available! No place to stay, sleeping outside in the cold! Urgent need for antibiotics and painkillers!",0,0,0,0,1,0,0,0,1,0,1
215,"No power for days, need electricity restoration! Our house was destroyed, need shelter urgently! Sewage leaking, risk of outbreak!",0,1,0,0,0,0,0,1,1,0,0
217,"Hospitals need power backup immediately! Internet failure, can't reach authorities! People with chronic illnesses need immediate medication!",1,1,0,0,1,0,0,0,0,0,0
218,"No soap or clean water, people getting sick!",0,0,0,0,0,0,0,1,0,0,0
220,"No way to evacuate, transport needed urgently! Hospitals need power backup immediately! Food distribution center is empty, need immediate assistance! We need bottled water and filtration kits!",0,1,1,0,0,0,0,0,0,1,1
221,"Garbage piling up, need sanitation workers now! No radio signals, emergency response affected! People with chronic illnesses need immediate medication!",1,0,0,0,1,0,0,1,0,0,0
222,"Ambulance stuck, need assistance clearing roads! Emergency responders can't charge equipment, need electricity! A building collapsed, people are inside! No place to stay, sleeping outside in the cold!",0,1,0,0,0,0,1,0,1,1,0
223,"We have no food left, please send supplies! Bridges collapsed, can't access affected areas! Hospital overcrowded, need more medical staff! We need bottled water and filtration kits!",0,0,1,1,1,0,0,0,0,0,1
224,"Ambulance stuck, need assistance clearing roads! Generators running out of fuel, shelters in darkness! We have no food left, please send supplies!",0,1,1,0,0,0,0,0,0,1,0
225,"Families with children need safe shelters! Internet failure, can't reach authorities! No way to evacuate, transport needed urgently!",1,0,0,0,0,0,0,0,1,1,0
227,"No way to evacuate, transport needed urgently! Floodwaters rising, we need evacuation now! Buildings unstable, engineers needed for inspection!",0,0,0,1,0,0,1,0,0,1,0
229,"Hygiene kits needed to prevent disease spread! Water pipelines broken, supply disrupted! We need tents and blankets, it's freezing! Medical aid needed, many are injured!",0,0,0,1,1,0,0,1,1,0,0
230,"A building collapsed, people are inside! Hunger crisis here, send food packages urgently! We need tents and blankets, it's freezing! Hospitals need power backup immediately!",0,1,1,0,0,0,1,0,1,0,0
231,"Water supply cut off, no drinking water available!",0,0,0,0,0,0,0,0,0,0,1
232,"We have no food left, please send supplies! Urgent need for antibiotics and painkillers! Roads blocked, can't transport food and aid!",0,0,1,0,1,0,0,0,0,1,0
233,"Floodwaters rising, we need evacuation now! Running out of clean water, people are dehydrated!",0,0,0,0,0,0,1,0,0,0,1
235,"Sewage leaking, risk of outbreak! Hospital overcrowded, need more medical staff! Lost contact with loved ones, any updates? We need tents and blankets, it's freezing!",1,0,0,0,1,0,0,1,1,0,0
238,"No toilets, sanitation crisis happening!",0,0,0,0,0,0,0,1,0,0,0
239,"Hunger crisis here, send food packages urgently! No place to stay, sleeping outside in the cold! Roads destroyed, blocking aid transport!",0,0,1,1,0,0,0,0,1,0,0
240,"Water supply cut off, no drinking water available! Families are starving, emergency food needed!",0,0,1,0,0,0,0,0,0,0,1
241,"Hygiene kits needed to prevent disease spread! Power lines down, no electricity in the area! People are trapped, rescue teams needed!",0,1,0,0,0,0,1,1,0,0,0
242,"Water supply cut off, no drinking water available! A building collapsed, people are inside! Generators running out of fuel, shelters in darkness! Ambulance stuck, need assistance clearing roads!",0,1,0,0,0,0,1,0,0,1,1
243,"Internet failure, can't reach authorities! Urgent need for antibiotics and painkillers! No toilets, sanitation crisis happening! We need tents and blankets, it's freezing!",1,0,0,0,1,0,0,1,1,0,0
244,"Hygiene kits needed to prevent disease spread! Evacuation centers are full, more shelter required! Emergency responders can't charge equipment, need electricity!",0,1,0,0,0,0,0,1,1,0,0
246,"Buildings unstable, engineers needed for inspection! Hygiene kits needed to prevent disease spread!",0,0,0,1,0,0,0,1,0,0,0
247,"No power for days, need electricity restoration! Families with children need safe shelters! Public buildings damaged, unsafe for use!",0,1,0,1,0,0,0,0,1,0,0
248,"Floodwaters contaminated our water supply, need purification! Water pipelines broken, supply disrupted!",0,0,0,1,0,0,0,0,0,0,1
249,"Bridge collapsed, need alternative routes! Our house was destroyed, need shelter urgently! Medical aid needed, many are injured! Helicopter rescue required, no way to escape!",0,0,0,0,1,0,1,0,1,1,0
250,"Urgent need for antibiotics and painkillers! Need satellite phones for coordination! People are trapped, rescue teams needed!",1,0,0,0,1,0,1,0,0,0,0
251,"No doctors or first aid available, please help! Water pipelines broken, supply disrupted! Hospitals need power backup immediately!",0,1,0,1,1,0,0,0,0,0,0
252,"Emergency responders can't charge equipment, need electricity! No toilets, sanitation crisis happening! Buildings unstable, engineers needed for inspection! Urgent: Clean water required for survival!",0,1,0,1,0,0,0,1,0,0,1
253,"We have no food left, please send supplies! Hospitals need power backup immediately! Hospital overcrowded, need more medical staff! Phone networks down, no way to call for help!",1,1,1,0,1,0,0,0,0,0,0
254,"Helicopter rescue required, no way to escape! Running out of clean water, people are dehydrated! No way to evacuate, transport needed urgently! No toilets, sanitation crisis happening!",0,0,0,0,0,0,1,1,0,1,1
256,"No doctors or first aid available, please help! No way to evacuate, transport needed urgently! Our house was destroyed, need shelter urgently! Elderly and disabled stuck, urgent rescue help required!",0,0,0,0,1,0,1,0,1,1,0
257,"No place to stay, sleeping outside in the cold!",0,0,0,0,0,0,0,0,1,0,0
258,"We have no food left, please send supplies! Urgent: Clean water required for survival!",0,0,1,0,0,0,0,0,0,0,1
259,Urgent: Clean water required for survival!,0,0,0,0,0,0,0,0,0,0,1
260,"No doctors or first aid available, please help! No power for days, need electricity restoration!",0,1,0,0,1,0,0,0,0,0,0
261,"Hospitals need power backup immediately! We have no food left, please send supplies!",0,1,1,0,0,0,0,0,0,0,0
262,"Families with children need safe shelters! We need bottled water and filtration kits! A building collapsed, people are inside!",0,0,0,0,0,0,1,0,1,0,1
263,"Elderly and disabled stuck, urgent rescue help required! Phone networks down, no way to call for help! Urgent need for antibiotics and painkillers!",1,0,0,0,1,0,1,0,0,0,0
264,"Evacuation centers are full, more shelter required! Hospitals need power backup immediately! Sewage leaking, risk of outbreak!",0,1,0,0,0,0,0,1,1,0,0
265,"Emergency responders can't charge equipment, need electricity! Internet failure, can't reach authorities! People with chronic illnesses need immediate medication!",1,1,0,0,1,0,0,0,0,0,0
266,"We need tents and blankets, it's freezing! Helicopter rescue required, no way to escape! Hospital overcrowded, need more medical staff!",0,0,0,0,1,0,1,0,1,0,0
268,"Evacuation centers are full, more shelter required!",0,0,0,0,0,0,0,0,1,0,0
269,"No power for days, need electricity restoration! Roads destroyed, blocking aid transport! Roads blocked, can't transport food and aid!",0,1,0,1,0,0,0,0,0,1,0
270,"Power lines down, no electricity in the area! Running out of clean water, people are dehydrated! Evacuation centers are full, more shelter required!",0,1,0,0,0,0,0,0,1,0,1
271,"Emergency responders can't charge equipment, need electricity! Evacuation centers are full, more shelter required! Water supply cut off, no drinking water available!",0,1,0,0,0,0,0,0,1,0,1
272,"No power for days, need electricity restoration! Internet failure, can't reach authorities!",1,1,0,0,0,0,0,0,0,0,0
273,"Sewage leaking, risk of outbreak! Families with children need safe shelters!",0,0,0,0,0,0,0,1,1,0,0
274,"Roads blocked, can't transport food and aid! Our house was destroyed, need shelter urgently! Roads destroyed, blocking aid transport! Need satellite phones for coordination!",1,0,0,1,0,0,0,0,1,1,0
276,"Phone networks down, no way to call for help! We need tents and blankets, it's freezing!",1,0,0,0,0,0,0,0,1,0,0
279,"Bridges collapsed, can't access affected areas! No radio signals, emergency response affected! Floodwaters rising, we need evacuation now!",1,0,0,1,0,0,1,0,0,0,0
280,"We have no food left, please send supplies! Airport shut down, supplies not reaching us!",0,0,1,0,0,0,0,0,0,1,0
281,"A building collapsed, people are inside!",0,0,0,0,0,0,1,0,0,0,0
282,"Urgent: Clean water required for survival! Floodwaters rising, we need evacuation now! Need satellite phones for coordination! Families are starving, emergency food needed!",1,0,1,0,0,0,1,0,0,0,1
283,"Bridges collapsed, can't access affected areas! Phone networks down, no way to call for help! Medical aid needed, many are injured! We have no food left, please send supplies!",1,0,1,1,1,0,0,0,0,0,0
284,"Roads blocked, can't transport food and aid! We have no food left, please send supplies!",0,0,1,0,0,0,0,0,0,1,0
285,"Medical aid needed, many are injured! Water pipelines broken, supply disrupted! Garbage piling up, need sanitation workers now! Need satellite phones for coordination!",1,0,0,1,1,0,0,1,0,0,0
286,"Sewage leaking, risk of outbreak! Our house was destroyed, need shelter urgently!",0,0,0,0,0,0,0,1,1,0,0
287,"Internet failure, can't reach authorities! Water supply cut off, no drinking water available! Sewage leaking, risk of outbreak! Generators running out of fuel, shelters in darkness!",1,1,0,0,0,0,0,1,0,0,1
288,"We have no food left, please send supplies! Ambulance stuck, need assistance clearing roads! Power lines down, no electricity in the area! Floodwaters contaminated our water supply, need purification!",0,1,1,0,0,0,0,0,0,1,1
289,"Roads destroyed, blocking aid transport! Families with children need safe shelters! No way to evacuate, transport needed urgently!",0,0,0,1,0,0,0,0,1,1,0
290,"We need canned food, baby formula, and clean drinking water! Roads destroyed, blocking aid transport! Generators running out of fuel, shelters in darkness!",0,1,1,1,0,0,0,0,0,0,0
291,"Hospitals need power backup immediately! Families with children need safe shelters! Internet failure, can't reach authorities! Sewage leaking, risk of outbreak!",1,1,0,0,0,0,0,1,1,0,0
292,"Emergency responders can't charge equipment, need electricity! Urgent need for antibiotics and painkillers! Water pipelines broken, supply disrupted!",0,1,0,1,1,0,0,0,0,0,0
293,"No place to stay, sleeping outside in the cold! Power lines down, no electricity in the area! Internet failure, can't reach authorities! Water supply cut off, no drinking water available!",1,1,0,0,0,0,0,0,1,0,1
294,"Roads destroyed, blocking aid transport! People are trapped, rescue teams needed! Medical aid needed, many are injured! Food distribution center is empty, need immediate assistance!",0,0,1,1,1,0,1,0,0,0,0
296,"A building collapsed, people are inside! Need satellite phones for coordination! No soap or clean water, people getting sick! We need canned food, baby formula, and clean drinking water!",1,0,1,0,0,0,1,1,0,0,0
297,"Elderly and disabled stuck, urgent rescue help required! Hygiene kits needed to prevent disease spread! Families with children need safe shelters!",0,0,0,0,0,0,1,1,1,0,0
298,"Water pipelines broken, supply disrupted!",0,0,0,1,0,0,0,0,0,0,0
300,"Evacuation centers are full, more shelter required! No way to evacuate, transport needed urgently! No soap or clean water, people getting sick! Food distribution center is empty, need immediate assistance!",0,0,1,0,0,0,0,1,1,1,0
301,"Floodwaters rising, we need evacuation now!",0,0,0,0,0,0,1,0,0,0,0
302,"We need tents and blankets, it's freezing! Running out of clean water, people are dehydrated! Bridges collapsed, can't access affected areas! Garbage piling up, need sanitation workers now!",0,0,0,1,0,0,0,1,1,0,1
